Level,IdRoot,ParentId,Ten,Ma
3,14410,372,Đức Long,14410
1,12,NULL,Lai Châu,12
3,18427,443,Vượng Lộc,18427
3,30295,883,Mỹ Phước,30295
3,10558,290,Bắc An,10558
3,12613,339,Hưng Nhân,12613
3,14863,384,Pù Nhi,14863
3,2167,66,Lam Sơn,2167
3,25669,710,Phước Thạnh,25669
3,18532,444,Gia Phố,18532
3,17536,426,Tây Thành,17536
4,9696969696,27148,Đường số 7 CX Đô Thành,P4-14
3,26737,760,Đa Kao,26737
3,193,6,Văn Chương,193
3,19960,479,Phú Bài,19960
3,17593,426,Khánh Thành,17593
3,9241,258,Đông Thọ,9241
4,9696969696,27139,Trần Cao Vân,P6-21
3,21109,524,Bình Tân,21109
3,17839,429,Nghi Hưng,17839
3,5020,153,Lập Chiệng,5020
2,656,66,Lắk,656
3,23512,615,Đắk Mar,23512
3,13240,344,Tân Lập,13240
3,20539,506,Đại Minh,20539
3,7984,230,Vân Du,7984
3,21151,526,Trà Quân,21151
3,5353,158,Hàng Trạm,5353
3,7027,203,Ngọc Vừng,7027
3,21004,517,Tam Mỹ Tây,21004
3,23538,618,Ia Tơi,23538
3,6730,194,Hải Đông,6730
3,12496,338,Quỳnh Giao,12496
3,13618,353,Nhân Bình,13618
3,5998,180,Khánh Long,5998
3,23170,599,Đức Phú,23170
3,1705,40,Hưng Đạo,1705
3,7003,203,Vạn Yên,7003
3,19783,474,Vĩnh Ninh,19783
3,8140,231,Minh Côi,8140
3,24676,663,Đức Mạnh,24676
3,2914,86,Bản Cầm,2914
3,5887,172,Vạn Phái,5887
3,9427,262,Thanh Khương,9427
3,31738,948,Vĩnh Quới,31738
3,8347,235,Tuy Lộc,8347
3,23305,608,Nguyễn Trãi,23305
3,25882,722,Vĩnh Hoà,25882
3,32248,973,Đất Mũi,32248
3,20212,491,Tân Chính,20212
3,20191,483,Thượng Nhật,20191
3,25933,723,Tân Vĩnh Hiệp,25933
3,32141,969,Hoà Mỹ,32141
3,18166,439,Sơn Tân,18166
3,24670,663,Đắk R'La,24670
3,28000,803,Thạnh Hòa,28000
3,4957,152,Cao Răm,4957
3,21787,546,Vĩnh Sơn,21787
3,23146,598,Tân Thành,23146
3,3676,116,Hua La,3676
3,12526,338,An Ấp,12526
3,18745,446,Cẩm Sơn,18745
3,4456,137,Mù Căng Chải,4456
3,6541,188,Yên Khoái,6541
3,21985,550,Phước An,21985
3,5956,173,Nga My,5956
3,26215,736,Phú Vinh,26215
3,23430,612,Đắk Trăm,23430
3,1657,51,Dân Chủ,1657
3,18967,453,Lâm Hóa,18967
3,8797,246,Vân Trục,8797
3,21601,540,Nhơn Hội,21601
3,23506,615,Đắk HRing,23506
3,7039,204,Tân Dân,7039
3,13120,343,Nam Cao,13120
2,545,52,Phù Mỹ,545
3,11947,317,Xuân Đám,11947
3,220,6,Phương Liên,220
3,25714,712,Hưng Thuận,25714
3,4717,141,Thác Bà,4717
3,20032,480,Hương Thọ,20032
3,25423,696,Nghĩa Trung,25423
3,3424,106,Bản Bo,3424
2,307,31,Kiến An,307
3,11152,298,Hà Thanh,11152
3,24130,643,Thành Nhất,24130
3,11899,316,Cộng Hiền,11899
3,9562,268,Yên Nghĩa,9562
3,20878,514,Tiên Cảnh,20878
3,358,9,Phương Liệt,358
3,8710,243,Liên Bảo,8710
3,1762,52,Minh Thanh,1762
3,5908,173,Hương Sơn,5908
3,6460,186,Hòa Thắng,6460
3,22630,573,Sông Cầu,22630
3,18595,445,Thạch Đỉnh,18595
3,18931,452,Minh Hóa,18931
3,30841,903,Thổ Sơn,30841
3,6817,196,Quang Trung,6817
3,611,21,Xuân Tảo,611
3,25402,696,Thọ Sơn,25402
3,8908,248,Tam Đảo,8908
3,13849,360,Yên Ninh,13849
3,24973,678,N'Thol Hạ,24973
3,11026,297,Phương Hưng,11026
3,23194,600,Đức Tài,23194
3,4660,140,Sơn A,4660
3,9511,264,Tân Lãng,9511
3,6949,201,Đường Hoa,6949
3,9691,271,Thuần Mỹ,9691
3,2956,87,Vĩnh Yên,2956
3,9745,272,Long Xuyên,9745
3,5590,167,Điềm Mặc,5590
3,8344,235,Tiên Lương,8344
3,7651,220,Yên Định,7651
3,26743,760,Bến Thành,26743
3,4636,140,Gia Hội,4636
3,20641,509,Đông Phú,20641
3,17464,425,Diễn Thành,17464
3,27724,796,Hưng Hà,27724
3,11143,298,Tiên Động,11143
3,5509,165,Lương Châu,5509
3,20074,481,Phú Vinh,20074
3,31327,930,V,31327
3,10771,293,Kim Xuyên,10771
3,12958,341,Thái Học,12958
3,21193,527,Tịnh Bình,21193
3,16372,404,Công Bình,16372
3,19000,453,Châu Hóa,19000
3,24264,648,Ea Kuêh,24264
3,27766,797,Thái Trị,27766
3,16303,404,Trung Thành,16303
3,25375,695,Tân Hưng,25375
3,23434,612,Kon Đào,23434
3,4756,141,Tân Hương,4756
2,947,94,Mỹ Xuyên,947
3,13276,344,Vũ Vân,13276
3,6565,188,Khuất Xá,6565
3,3778,119,Bó Mười,3778
3,16828,417,Huồi Tụ,16828
3,12151,329,Bãi Sậy,12151
3,2233,71,Phúc Yên,2233
3,8707,243,Tích Sơn,8707
3,9262,259,Bằng An,9262
3,5458,164,Đồng Quang,5458
3,382,16,Minh Trí,382
3,17920,412,Nghi Kim,17920
3,24760,666,Đắk Sin,24760
3,30631,893,Mỹ Luông,30631
3,24190,645,Ea Ral,24190
3,14149,365,Ngô Đồng,14149
3,11959,323,Lê Lợi,11959
3,9967,276,Phú Kim,9967
3,4360,135,Trúc Lâu,4360
3,268,7,Thanh Lương,268
3,22090,558,Xuân Lãnh,22090
3,10513,288,Ngọc Châu,10513
3,11338,304,Cầu Tre,11338
3,13486,351,Thanh Hương,13486
3,7087,205,Tân Việt,7087
3,22564,572,Ninh Đông,22564
3,5452,164,Tân Thịnh,5452
3,6523,187,Chi Lăng,6523
3,29833,862,Thới Hòa,29833
3,30784,900,Thuận Yên,30784
3,1441,45,Đào Ngạn,1441
3,26938,765,Phường 15,26938
3,24810,672,Trạm Hành,24810
3,12820,336,Đông Thọ,12820
3,3085,89,Nậm Xé,3085
3,16441,380,Quảng Thịnh,16441
2,455,44,Bố Trạch,455
3,29608,857,Long An,29608
3,15928,399,Hoằng Minh,15928
3,9970,276,Hương Ngải,9970
3,12760,340,Phú Châu,12760
3,6802,195,Cẩm Hải,6802
3,3514,108,Sà Dề Phìn,3514
3,20695,510,Thạnh Mỹ,20695
3,25102,681,Đạ M'ri,25102
3,25255,698,Long Hà,25255
3,8257,233,Phú Lộc,8257
3,28888,832,Phú Sơn,28888
3,23080,597,Hồng Liêm,23080
3,23728,627,Ia Khươl,23728
3,4177,126,Chiềng Phung,4177
3,9982,276,Bình Yên,9982
3,13876,360,Yên Bằng,13876
3,26347,739,Thừa Đức,26347
3,27421,776,Phường 14,27421
3,4618,139,Hát Lìu,4618
3,23509,615,Đắk Ui,23509
3,9709,271,Yên Bài,9709
3,14587,375,Khánh Hải,14587
3,8788,246,Thái Hòa,8788
3,7687,213,Tân Mỹ,7687
3,8950,249,Hương Sơn,8950
3,547,18,Trung Mầu,547
3,6805,195,Dương Huy,6805
3,30169,875,Lấp Vò,30169
1,36,NULL,Nam Định,36
3,23830,630,An Trung,23830
3,18184,439,Sơn Quang,18184
3,21166,526,Trà Thọ,21166
3,2845,85,Bản Già,2845
3,23389,611,Đắk Xú,23389
3,15856,380,Thiệu Khánh,15856
3,5212,156,Hang Kia,5212
3,14419,372,Yên Quang,14419
3,8680,239,Bảo Yên,8680
3,12529,338,Quỳnh Hội,12529
3,20752,511,Phước Thành,20752
3,4978,153,Bo,4978
3,11605,312,Bắc Sơn,11605
3,24232,646,Cư M'Lan,24232
3,26437,741,Xuân Thọ,26437
3,26083,732,Xuân Hoà,26083
3,30715,894,Vọng Đông,30715
3,973,30,Ngọc Minh,973
3,17560,426,Thịnh Thành,17560
3,1018,31,Phiêng Luông,1018
3,26815,762,Linh Chiểu,26815
3,12301,331,Song Mai,12301
3,10465,282,Hồng Sơn,10465
3,27142,770,Phường 9,27142
3,13072,342,Nam Phú,13072
3,4018,128,Tô Múa,4018
3,29473,849,An Quảng Hữu,29473
3,13390,350,Đại Cương,13390
3,988,31,Yên Định,988
3,17473,425,Diễn Bình,17473
3,25534,706,Suối Dây,25534
3,10963,296,Long Xuyên,10963
3,3742,119,é Tòng,3742
3,3475,112,Nậm Hàng,3475
3,13312,347,Liêm Chung,13312
3,19543,466,Gio Mai,19543
2,315,31,Tiên Lãng,315
3,26635,751,Tân Lâm,26635
2,50,4,Phục Hoà,50
4,9696969696,27139,Lê Quý Đôn,P6-23
3,22774,582,Thành Hải,22774
3,26161,734,Phú Thanh,26161
3,10450,282,Tuy Lai,10450
3,2260,72,Đà Vị,2260
3,28543,821,Nhị Bình,28543
3,27241,772,Phường 6,27241
3,20482,505,Tư,20482
3,14770,380,Phú Sơn,14770
3,3511,108,Tả Phìn,3511
3,22510,571,Vạn Phú,22510
3,25240,698,Long Bình,25240
3,4447,136,Viễn Sơn,4447
2,764,79,Gò Vấp,764
3,20512,506,Đại Hồng,20512
3,20962,516,Trà Vinh,20962
3,29191,837,Quới Điền,29191
3,8578,240,Tân Sơn,8578
3,25864,722,Phước Sang,25864
3,32080,967,Tân Phú,32080
3,3406,106,Hồ Thầu,3406
3,1546,48,Đức Quang,1546
3,6031,180,Kim Đồng,6031
3,23371,610,Đắk KRoong,23371
3,4264,132,Nguyễn Phúc,4264
3,22,1,Đội Cấn,22
3,24592,656,Buôn Triết,24592
3,3706,118,Chiềng Bằng,3706
3,11761,315,Tiên Cường,11761
3,8077,231,Đan Thượng,8077
3,17146,421,Ngọc Sơn,17146
3,29170,836,Vĩnh An,29170
3,9832,274,Trạm Trôi,9832
3,13198,344,Đồng Thanh,13198
3,1549,48,Kim Loan,1549
3,5416,159,Đồng Môn,5416
3,976,30,Bạch Ngọc,976
3,1027,32,Thàng Tín,1027
3,20821,513,Bình Định Bắc,20821
3,31344,931,Hiệp Lợi,31344
3,18406,443,Nghèn,18406
3,43,2,Hàng Mã,43
3,10084,277,Quảng Bị,10084
4,9696969696,27124,Tú Xương,P7-11
3,12721,340,Minh Tân,12721
3,1882,60,Nghiên Loan,1882
3,27874,800,Thạnh Phước,27874
3,19975,479,Thủy Châu,19975
3,28597,822,Trung Hòa,28597
3,16210,402,Thanh Xuân,16210
3,17506,426,Yên Thành,17506
3,28414,819,An Thái Đông,28414
3,23137,598,Hàm Minh,23137
3,20623,508,Duy Trung,20623
3,22642,573,Khánh Thành,22642
3,3016,88,Sa Pả,3016
2,403,38,Như Thanh,403
3,4852,150,Đồng Chum,4852
3,7090,205,Bình Dương,7090
3,25408,696,Minh Hưng,25408
3,13660,356,Phan Đình Phùng,13660
3,20569,507,Điện Thọ,20569
2,358,36,Mỹ Lộc,358
2,235,25,Cẩm Khê,235
3,13588,353,Bắc Lý,13588
2,336,34,Thái Bình,336
3,10081,277,Hữu Văn,10081
3,31336,930,Hoả Lựu,31336
3,10246,279,Thắng Lợi,10246
3,23843,630,Đăk Pling,23843
3,13003,342,Đông Minh,13003
3,7960,228,Thanh Minh,7960
3,25939,723,Thái Hòa,25939
3,30727,894,Vọng Thê,30727
3,2068,64,Đại Sảo,2068
3,31702,951,Thạnh Thới Thuận,31702
3,5050,153,Kim Tiến,5050
3,12757,340,Đông Các,12757
3,24025,635,Chư Mố,24025
3,22444,570,Cam Hải Tây,22444
3,802,27,Lũng Pù,802
3,28471,820,Bình Phú,28471
3,20920,515,Trà Đốc,20920
3,29803,863,Tân Quới,29803
3,17357,424,Hoa Sơn,17357
3,412,16,Hiền Ninh,412
3,8419,235,Văn Khúc,8419
3,9037,251,Trung Nguyên,9037
3,2299,73,Phúc Sơn,2299
3,5395,159,Phú Lão,5395
3,6079,181,Hồng Phong,6079
3,18097,436,Văn Yên,18097
3,12656,339,Chi Lăng,12656
3,6715,194,Ninh Dương,6715
3,29353,846,Hiếu Trung,29353
3,30828,903,Mỹ Thái,30828
3,11320,303,Hoàng Văn Thụ,11320
3,7855,223,Thường Thắng,7855
2,294,30,Thanh Hà,294
2,400,38,Hậu Lộc,400
3,7225,213,Xương Giang,7225
3,21655,543,Tam Quan Bắc,21655
3,27049,768,Phường 9,27049
3,18601,445,Phù Việt,18601
3,18511,444,Phương Điền,18511
3,17095,420,Bắc Sơn,17095
3,17950,430,Vân Diên,17950
3,16909,418,Yên Hòa,16909
3,12865,341,Thụy Dương,12865
3,3890,121,Hua Nhàn,3890
3,17893,429,Nghi Trung,17893
3,6928,201,Quảng Sơn,6928
3,29845,862,Vĩnh Xuân,29845
2,2,1,Hoàn Kiếm,2
3,13912,361,Nghĩa Châu,13912
3,16540,406,Quảng Hải,16540
3,27955,802,Đức Lập Thượng,27955
3,18478,443,Thượng Lộc,18478
3,23068,597,Đông Tiến,23068
3,12322,331,Ngọc Thanh,12322
3,23234,594,Tân Thiện,23234
3,19807,474,Thuỷ Biều,19807
3,16984,419,Nghĩa Hội,16984
3,24340,644,Cư Bao,24340
3,26479,742,Hiệp Phước,26479
3,6064,181,Bình Gia,6064
3,17116,432,Quỳnh Trang,17116
3,15118,389,Kiên Thọ,15118
2,167,19,Định Hóa,167
3,8047,230,Chân Mộng,8047
3,12715,340,Lô Giang,12715
3,21127,525,Trà Bình,21127
1,10,NULL,Lào Cai,10
3,30790,902,Kiên Bình,30790
3,29026,834,Long Mỹ,29026
3,23758,627,Chư Jôr,23758
3,14014,362,Đồng Sơn,14014
3,23452,613,Đắk Nên,23452
3,5119,154,Nam Phong,5119
3,30406,888,Phú Mỹ,30406
3,24637,661,Đắk Som,24637
3,11029,297,Gia Tân,11029
3,10027,277,Đông Sơn,10027
3,23924,632,Ia Bang,23924
3,29482,849,Kim Sơn,29482
3,21682,543,Hoài Mỹ,21682
3,5128,155,Mường Khến,5128
3,25633,709,Hiệp Tân,25633
3,25498,705,Thạnh Bình,25498
3,16726,413,Nghi Hòa,16726
3,26092,732,Bảo Quang,26092
3,5371,158,Hữu Lợi,5371
3,6427,186,Cai Kinh,6427
3,2338,73,Phúc Thịnh,2338
3,17854,429,Nghi Kiều,17854
3,16763,415,Quế Sơn,16763
3,23518,615,Ngok Réo,23518
3,19375,464,Vĩnh Chấp,19375
3,21850,547,Tây Phú,21850
3,21232,522,Tịnh An,21232
3,23633,623,Ngô Mây,23633
3,2521,70,Thái Long,2521
3,25753,718,Phú Thọ,25753
3,1945,62,Cốc Đán,1945
2,823,82,Gò Công Tây,823
3,20305,495,Hòa Phát,20305
3,22288,562,Hòa Mỹ Tây,22288
3,17035,420,Quỳ Hợp,17035
3,26146,734,Phú Trung,26146
3,2932,86,Xuân Giao,2932
3,6073,181,Hoa Thám,6073
3,20764,512,Quế Thọ,20764
3,25915,723,Hội Nghĩa,25915
3,4462,137,Nậm Có,4462
2,156,17,Mai Châu,156
3,21868,548,Cát Lâm,21868
2,883,89,Long Xuyên,883
3,19714,470,Hải Thiện,19714
3,14242,366,Hải Bắc,14242
3,8617,240,Kim Thượng,8617
3,31291,927,Trường Thành,31291
3,31378,933,Phú Hữu,31378
3,21391,532,Hành Thịnh,21391
3,17665,427,Văn Sơn,17665
3,30010,871,Phú Hiệp,30010
3,9811,273,Phương Đình,9811
3,5827,171,Tân Thái,5827
3,11581,312,An Dương,11581
3,28582,821,Song Thuận,28582
3,27907,801,Mỹ Quý Tây,27907
1,1,NULL,Hà Nội,1
3,27721,796,Tân Hưng,27721
3,31459,935,Vĩnh Tường,31459
3,19570,467,Ba Lòng,19570
3,7468,218,Tiên Nha,7468
3,3263,99,Nà Tòng,3263
3,3976,122,Bắc Phong,3976
3,29854,862,Thiện Mỹ,29854
3,13969,362,Nam Mỹ,13969
3,23593,622,Tân Sơn,23593
3,17044,420,Châu Hồng,17044
3,18502,444,Hà Linh,18502
3,25918,726,Tân Mỹ,25918
3,14140,364,Xuân Tiến,14140
3,5116,154,Dũng Phong,5116
3,21841,547,Vĩnh An,21841
3,24148,643,Tự An,24148
3,2014,63,Dương Phong,2014
3,26371,731,An Hoà,26371
3,31780,949,Châu Hưng,31780
3,4267,132,Hồng Hà,4267
3,30919,906,Bàn Thạch,30919
3,15511,395,Thọ Lộc,15511
3,12982,342,Đông Quí,12982
3,15127,390,Cẩm Thủy,15127
3,28684,823,Vĩnh Hựu,28684
3,3445,107,Mường Tè,3445
3,26998,766,Phường 8,26998
3,439,16,Kim Lũ,439
3,8281,227,Kim Đức,8281
2,514,49,Tiên Phước,514
3,337,8,Hoàng Liệt,337
3,14590,375,Khánh Trung,14590
3,1309,42,Vĩnh Phong,1309
3,24346,650,ĐLiê Ya,24346
3,27436,777,Bình Hưng Hòa,27436
3,21295,529,Sơn Thành,21295
3,13129,343,Vũ An,13129
3,32014,964,8,32014
2,675,68,Lạc Dương,675
3,29794,863,Mỹ Thuận,29794
3,26671,752,An Nhứt,26671
3,17491,425,Diễn Lợi,17491
3,29516,851,2,29516
3,21982,550,Phước Thuận,21982
3,19075,458,Quảng Trung,19075
3,28753,825,Phú Tân,28753
3,14539,374,Ninh Mỹ,14539
3,6166,182,Tân Thanh,6166
3,814,27,Khâu Vai,814
3,16963,419,Nghĩa Thọ,16963
3,23570,622,Phù Đổng,23570
3,27541,783,Tân Thạnh Tây,27541
2,196,22,Uông Bí,196
3,3673,116,Chiềng Ngần,3673
3,13351,349,Trác Văn,13351
3,13414,350,Thụy Lôi,13414
3,18370,442,Xuân Giang,18370
3,15718,397,Tân Ninh,15718
3,3382,101,Phình Giàng,3382
3,7426,217,Xương Lâm,7426
3,21217,527,Tịnh Sơn,21217
3,11524,311,Đông Sơn,11524
3,27238,772,Phường 7,27238
3,13864,360,Yên Thắng,13864
2,614,62,Kon Rẫy,614
3,6505,187,Vạn Linh,6505
3,29659,859,Vũng Liêm,29659
3,23938,632,Ia Mơ,23938
3,16135,401,Nga Giáp,16135
3,22909,589,Phước Diêm,22909
3,31081,911,An Thới,31081
3,11533,311,An Lư,11533
3,31861,956,Vĩnh Lộc A,31861
3,3493,108,Pa Tần,3493
3,4795,148,Thịnh Lang,4795
3,4990,153,Bình Sơn,4990
3,20387,518,Tam Đại,20387
3,23368,610,Đắk Long,23368
3,24733,666,Kiến Đức,24733
3,17500,425,Diễn An,17500
3,22729,575,Sơn Trung,22729
3,16762,415,Mường Nọc,16762
3,31369,933,Đông Thạnh,31369
3,31555,943,Kế Thành,31555
3,25888,723,Uyên Hưng,25888
3,11470,311,Núi Đèo,11470
3,2995,87,Long Phúc,2995
3,607,21,Tây Tựu,607
3,22927,593,Phú Tài,22927
3,11914,317,Cát Bà,11914
3,5953,173,Lương Phú,5953
3,6901,200,Quảng An,6901
2,478,46,Phú Vang,478
3,4408,136,Ngòi A,4408
3,5959,173,Kha Sơn,5959
3,19402,464,Vĩnh Thủy,19402
3,9202,258,Tam Giang,9202
3,19825,476,Điền Môn,19825
3,25150,682,Hà Đông,25150
3,15502,395,Bắc Lương,15502
3,9580,269,Ngô Quyền,9580
3,25558,707,Phan,25558
3,28459,817,Tân Phú,28459
3,19489,465,A Túc,19489
3,26395,740,Bình Sơn,26395
3,4156,125,Chiềng Lương,4156
3,17206,421,An Hòa,17206
3,22831,585,Nhơn Sơn,22831
2,213,24,Bắc Giang,213
3,29629,858,An Phước,29629
3,25204,689,Tân Xuân,25204
3,20485,505,Ba,20485
3,5410,159,Liên Hòa,5410
3,26179,735,Tân An,26179
3,1372,44,Lương Thông,1372
3,18022,431,Hưng Thịnh,18022
3,26567,748,Tân Hưng,26567
3,24208,645,Ea Nam,24208
3,4960,152,Cư Yên,4960
3,12085,327,Trung Hòa,12085
2,19,1,Nam Từ Liêm,19
3,19816,474,An Tây,19816
3,26212,736,Phú Tân,26212
3,18067,431,Hưng Lam,18067
3,29626,858,Mỹ Phước,29626
3,7549,219,Thanh Hải,7549
3,6247,183,Yên Trạch,6247
3,19285,457,Liên Thủy,19285
3,15163,390,Cẩm Tâm,15163
3,31864,956,Ninh Thạnh Lợi,31864
3,3022,88,Bản Phùng,3022
2,858,86,Mang Thít,858
3,4171,126,Bó Sinh,4171
3,27760,797,Hưng Điền A,27760
3,4384,136,Châu Quế Thượng,4384
3,15061,389,Ngọc Lặc,15061
3,14572,375,Khánh Lợi,14572
3,14101,364,Xuân Thượng,14101
3,16904,418,Xiêng My,16904
3,16006,399,Hoằng Trường,16006
3,19246,457,NT Lệ Ninh,19246
3,26526,747,Nguyễn An Ninh,26526
3,23627,623,Xuân An,23627
3,13756,359,Đại An,13756
3,30625,892,Vĩnh Thành,30625
3,19441,465,Hướng Phùng,19441
3,21475,534,Phổ Khánh,21475
3,14836,382,Trường Sơn,14836
3,13480,351,Liêm Túc,13480
3,10000,276,Tân Xã,10000
3,29344,846,Cầu Quan,29344
2,340,34,Đông Hưng,340
3,8380,235,Văn Bán,8380
3,28783,829,Sơn Đông,28783
3,17965,430,Nam Thượng,17965
3,5731,170,Thượng Nung,5731
3,15904,399,Hoằng Xuyên,15904
3,2815,84,Mản Thẩn,2815
3,19840,476,Phong Hải,19840
3,4867,150,Tu Lý,4867
3,23089,597,Hàm Trí,23089
3,18077,436,Nguyễn Du,18077
2,260,27,Tiên Du,260
3,565,18,Trâu Quỳ,565
3,7465,218,Thanh Lâm,7465
3,14965,386,Cổ Lũng,14965
3,5677,169,Minh Lập,5677
3,19477,465,Ba Tầng,19477
3,3712,118,Nậm ét,3712
3,4231,127,Xốp Cộp,4231
3,13906,361,Nghĩa Thái,13906
3,31393,934,Kinh Cùng,31393
3,5512,165,Mỏ Chè,5512
2,625,64,KBang,625
3,31286,927,Trường Thắng,31286
3,11845,316,Vĩnh Long,11845
3,25510,705,Mỏ Công,25510
3,12637,339,Liên Hiệp,12637
3,7789,222,Tăng Tiến,7789
3,8467,236,Cổ Tiết,8467
3,21325,529,Sơn Kỳ,21325
3,20758,512,Hiệp Hòa,20758
3,12550,338,An Lễ,12550
3,20110,482,Lăng Cô,20110
3,26650,751,Hòa Hội,26650
3,22237,561,Ealy,22237
3,30865,904,Thạnh Đông,30865
3,14542,374,Ninh Hòa,14542
3,27631,785,Đa Phước,27631
3,23308,608,Trần Hưng Đạo,23308
3,20620,508,Duy Sơn,20620
3,8092,231,Gia Điền,8092
3,21595,540,Ghềnh Ráng,21595
3,5719,170,Sảng Mộc,5719
3,24532,654,Ea Uy,24532
3,5818,171,Hoàng Nông,5818
3,29005,834,Lương Phú,29005
3,30274,877,Tân Phú,30274
3,2128,65,Yên Đĩnh,2128
3,2827,84,Cán Hồ,2827
3,26535,747,Rạch Dừa,26535
3,15895,399,Hoằng Trinh,15895
4,9696969696,27160,Nguyễn Thiện Thuật,P1-1
3,17815,428,Thanh Lâm,17815
3,12523,338,An Bài,12523
3,8437,236,Vực Trường,8437
3,30247,877,An Hiệp,30247
3,23257,601,Tân Hà,23257
3,5530,165,Bình Sơn,5530
3,17857,429,Nghi Mỹ,17857
3,28213,808,Bình Quới,28213
4,9696969696,27142,Nguyễn Thông,P9-1
3,22528,572,Ninh Hiệp,22528
3,24418,652,Ea Pil,24418
3,15955,399,Hoằng Thái,15955
2,549,52,Thị xã An Nhơn,549
3,16573,407,Triêu Dương,16573
3,21442,534,Phổ An,21442
3,17377,424,Long Sơn,17377
3,14968,386,Thành Lâm,14968
3,11242,300,Thanh Tùng,11242
3,24436,652,Cư M'ta,24436
3,27058,768,Phường 1,27058
3,17227,422,Con Cuông,17227
3,26833,763,Long Thạnh Mỹ,26833
3,21934,549,Nhơn Hưng,21934
3,27328,774,Phường 11,27328
3,20995,517,Tam Giang,20995
3,7786,222,Tiên Sơn,7786
3,19660,469,Triệu Tài,19660
2,831,83,Châu Thành,831
3,16222,402,Thanh Sơn,16222
3,16531,382,Quảng Châu,16531
3,16648,407,Trường Lâm,16648
3,400,16,Phù Linh,400
3,22369,568,Tân Lập,22369
3,11938,317,Hiền Hào,11938
3,17263,422,Môn Sơn,17263
3,20092,481,Hương Lâm,20092
3,10339,280,Phú Yên,10339
3,19501,466,Trung Hải,19501
3,5941,173,Điềm Thụy,5941
3,13309,347,Liêm Chính,13309
3,20575,507,Điện An,20575
3,313,8,Tương Mai,313
3,27457,777,Tân Tạo A,27457
3,1735,52,Triệu Nguyên,1735
3,28060,804,Mỹ An,28060
3,31258,927,Thới Lai,31258
3,29224,837,An Nhơn,29224
3,27898,801,Đông Thành,27898
3,20782,512,Quế Lưu,20782
3,30703,894,Vĩnh Chánh,30703
3,15640,396,Xuân Thắng,15640
3,8383,235,Cấp Dẫn,8383
3,26806,762,Tam Phú,26806
3,22540,572,Ninh An,22540
3,17083,420,Văn Lợi,17083
3,4114,125,Chiềng Chăn,4114
2,217,24,Lạng Giang,217
3,769,27,Mèo Vạc,769
3,8440,236,Hiền Quan,8440
3,712,26,Phó Bảng,712
2,926,92,Phong Điền,926
2,76,8,Sơn Dương,76
3,14164,365,Giao Thanh,14164
3,28594,822,Chợ Gạo,28594
3,7330,216,Hợp Đức,7330
3,13744,359,Minh Thuận,13744
3,18907,452,Trọng Hóa,18907
3,14914,385,Nam Xuân,14914
3,14785,380,Đông Sơn,14785
3,28402,819,Thiện Trí,28402
3,23662,625,Nghĩa An,23662
3,29896,866,Tân Thuận Đông,29896
3,5182,155,Quy Mỹ,5182
2,424,40,Anh Sơn,424
3,6562,188,Tú Đoạn,6562
3,10642,291,Thái Tân,10642
3,24970,678,Bình Thạnh,24970
3,5662,169,Trại Cau,5662
3,6886,199,Hải Lạng,6886
3,15715,397,Thái Hòa,15715
3,11411,306,Đông Hải 2,11411
3,1348,43,Hồng An,1348
3,9757,272,Thanh Đa,9757
3,22654,574,Diên Lâm,22654
3,16510,406,Quảng Vọng,16510
3,1756,52,Mai Long,1756
3,32002,964,4,32002
3,7777,222,Bích Sơn,7777
3,25681,711,Bến Cầu,25681
3,30214,876,Hòa Thành,30214
3,7480,218,Chu Điện,7480
3,7150,206,Cộng Hòa,7150
3,25897,726,Bình Mỹ,25897
3,22663,574,Diên Sơn,22663
3,4258,132,Nguyễn Thái Học,4258
3,11875,316,Đồng Minh,11875
3,21439,534,Đức Phổ,21439
3,20545,506,Đại Cường,20545
3,23491,614,Đắk Pne,23491
3,13645,356,Quang Trung,13645
3,26344,739,Xuân Mỹ,26344
3,13909,361,Hoàng Nam,13909
3,1888,61,Chợ Rã,1888
3,30766,900,Tô Châu,30766
3,7021,203,Thắng Lợi,7021
3,3652,116,Quyết Thắng,3652
3,8920,248,Bồ Lý,8920
3,27814,798,Bình Phong Thạnh,27814
3,367,9,Thanh Xuân Bắc,367
3,19333,461,1,19333
3,10177,278,Xuân Dương,10177
3,5608,168,Giang Tiên,5608
3,4915,151,Dân Hạ,4915
2,382,38,Thị xã Sầm Sơn,382
2,274,1,Hoài Đức,274
3,18604,445,Thạch Khê,18604
3,14473,373,Liên Sơn,14473
3,24103,637,Ia RMok,24103
3,2743,82,Phìn Ngan,2743
3,16843,417,Phà Đánh,16843
3,5938,173,Nhã Lộng,5938
3,3547,108,Nậm Hăn,3547
3,25438,694,Tân Quan,25438
3,17770,428,Thanh Thịnh,17770
2,694,70,Hớn Quản,694
3,10363,281,Hoa Sơn,10363
3,22585,572,Ninh Tân,22585
3,27652,786,Nhơn Đức,27652
3,12403,333,Minh Hoàng,12403
3,30796,914,Tân Khánh Hòa,30796
3,223,6,Thịnh Quang,223
3,30181,875,Tân  Khánh Trung,30181
3,6409,186,Tân Lập,6409
3,11215,299,Hồng Dụ,11215
2,250,1,Mê Linh,250
3,30892,905,Vĩnh Hòa Hiệp,30892
3,13759,359,Tân Thành,13759
3,23671,625,Kông Pla,23671
3,30754,899,Rạch Sỏi,30754
3,18904,452,Dân Hóa,18904
3,16003,399,Hoằng Phụ,16003
